,SNTL_STATION,NSE_BCQC,PBIAS(%)_BCQC,PEAK_NSE_BCQC,PEAK_PBIAS(%)_BCQC,Period(yrs)_BCQC,NSE_DAYMET,PBIAS(%)_DAYMET,PEAK_NSE_DAYMET,PEAK_PBIAS(%)_DAYMET,Period(yrs)_DAYMET,NSE_GRIDMET,PBIAS(%)_GRIDMET,PEAK_NSE_GRIDMET,PEAK_PBIAS(%)_GRIDMET,Period(yrs)_GRIDMET,NSE_PRISM,PBIAS(%)_PRISM,PEAK_NSE_PRISM,PEAK_PBIAS(%)_PRISM,Period(yrs)_PRISM,NSE_RAW,PBIAS(%)_RAW,PEAK_NSE_RAW,PEAK_PBIAS(%)_RAW,Period(yrs)_RAW,SNTL:ID,State,SNTL:Name,SNOTEL_Elev_ft,Latitude,Longitude,Data_Starting_Date,Data_Ending_Date,par_id
300,564_CO,0.7732414748634158,4.751446628724007,-0.4181301478644328,10.588114243628759,28,0.8129533670242238,-15.259187208854707,0.1045434384035956,-11.059784025701074,27,0.7914328480903978,-20.04088729095896,0.23942028880638344,-13.3297133568065,27,0.8368707380783199,-15.697114501888775,0.3668683654781012,-9.443150875936071,27,0.5914599397778321,-33.92719023448051,-0.7336517100329245,-23.519804178535466,28,564,CO,Lake Eldora,9700,39.94,-105.59,10/1/1978,9/30/2018,co050848
301,565_CO,0.8630130490497394,-10.434732293799973,0.44724700246463,2.9675305487476487,28,0.4203147323980998,-49.039184015929,-4.080511536738333,-35.708906968749474,27,0.7585475797025731,-29.132075979823536,-0.5570891544891796,-17.47273794517888,27,0.4796505349764526,-47.350237824818926,-4.133076027126516,-35.87447878786461,27,0.4529494289879137,-46.74246739581014,-3.1529122987371565,-30.933322904173398,28,565,CO,Lake Irene,10700,40.41,-105.82,10/1/1978,9/30/2018,co053496
302,566_UT,0.2981203574047697,-35.17408975570506,-1.017443600160965,-23.37719110043125,28,0.6953050893019328,-30.200940433611628,0.2927885222751585,-20.900297137973784,27,0.8085582469267982,-22.81144407741537,0.4733858727347755,-18.938258833318816,27,0.7357972093039242,-32.475490073003584,0.1276000433992177,-25.975818535000162,27,0.19715540308722826,-58.48977591747068,-1.7251543807897871,-45.04682572035446,28,566,UT,Lakefork #1,10128,40.6,-110.43,10/1/1978,9/30/2018,ut420074
303,568_MT,0.5294300329131907,-20.866589411013532,0.04216231787602465,-7.569473663120352,28,0.4641459287434387,-34.934027523743616,-0.054981405321724575,-20.174221978414387,27,0.11915434872648455,-66.44649029072569,-3.418617549273569,-55.30713319067125,27,0.5407702492854515,-32.5183148110839,0.06544670975292842,-19.860477512608,27,0.2712168779349309,-48.020534465230114,-0.7971610136226299,-31.50820961311133,28,568,MT,Lakeview Ridge,7400,44.59,-111.82,10/1/1978,9/30/2018,mt244820
304,569_NV,0.4690317356785882,-39.7365215645844,0.27349053765172304,-24.90312247268857,28,0.2996949516261598,-65.96098964569636,-0.5761192143165355,-52.945897716562605,27,0.5158961206157862,38.885983464937524,0.2289397670332957,23.27900199091189,27,0.5837707193521546,-37.06899188189068,0.30606333141767306,-27.282962085758594,27,0.1712584632222679,-69.08869582864348,-0.6240050427241233,-50.645411126887815,28,569,NV,Lamance Creek,6395,41.52,-117.63,10/1/1980,9/30/2018,nv265818
305,570_NV,0.3553744510511513,-56.21044446389846,-1.8704803521327804,-41.88130871971478,28,0.7121197385768524,-6.088403980850207,-0.16859352438119468,0.9581754225801906,27,0.4825554872802778,-48.34361263902718,-1.2356001892723558,-35.24928377087876,27,0.7437791234951827,-24.50135126943314,-0.05274495654660226,-18.948389460470754,27,-0.02609711379239444,-77.06181245700157,-4.4210141590829295,-61.40110765144306,28,570,NV,Lamoille #3,8051,40.64,-115.38,10/1/1980,9/30/2018,nv260438
306,571_WY,0.7143481573108279,-1.1403163422806888,-0.3677632924398262,4.067961952040345,28,0.5037488635424824,-43.446559810084544,-1.574859486023746,-33.6544696618805,27,0.7304644956422628,-27.46452020095755,-0.3528352515287776,-21.930002315886984,27,0.8096642012818506,-14.626413581544266,0.4263081070895175,-7.1241025937934195,27,0.6023223194942741,-29.14913699513889,-0.8308248144041706,-21.777090164048985,28,571,WY,Laprele Creek,8375,42.44,-105.86,3/6/1979,9/30/2018,wy481570
307,572_UT,0.22261474680559845,-49.881313384293634,-3.41957274852117,-42.2203893032404,28,0.449723015274651,-50.36913908162589,-1.992064291078316,-44.167164551769645,27,0.6672983062419247,-31.663397917878005,-0.4763815687432822,-24.64029659089895,27,0.7515421796035174,-3.5288827559179663,0.14711165050945907,-5.4622082913475,27,0.057542768420782764,-70.05192407823418,-4.128618609900289,-57.48195583637624,28,572,UT,Lasal Mountain,9578,38.48,-109.27,9/30/1980,9/30/2018,ut425733
308,573_NV,0.548709757793453,-37.21137408874269,-0.5680798951836357,-20.38541376129073,28,0.3332180749467211,-56.77018529113175,-1.4969082511399447,-37.476054973326356,27,0.2223614872125856,-63.58703240697811,-2.2982564018919267,-45.72149706534207,27,0.4220770958595996,-51.61521590710347,-1.1056761573456266,-33.209246121462535,27,0.1426681951395068,-68.91747815055838,-2.8650553440188187,-50.09788881975584,28,573,NV,Laurel Draw,6682,41.78,-116.03,9/30/1979,9/30/2018,nv268346
309,574_CA,0.8912579106916225,-14.756016459673404,-18.651615084444664,21.933142821899253,27,0.12682864137728644,-61.66472343783437,-29.954963500508928,-33.977851332552085,27,0.4780653522902418,-48.57317109998568,-13.87156942790085,-18.631401492567985,27,0.5556050787092517,-46.379558709801124,-11.828605854535247,-19.734723107392238,27,0.388235517088726,-49.68675692833289,-16.197297211789188,-16.0190648492698,27,574,CA,Leavitt Lake,9604,38.28,-119.61,8/16/1989,9/30/2018,ca041072
310,575_CA,0.4608130687075029,-36.16584570718064,0.2834366064414013,-13.576059861853714,28,0.4306776851262996,-42.66315099624439,0.30345883206666435,-15.863736108992331,27,0.4200753094845502,-30.090599360945443,0.07119318384865303,-14.464367438421904,27,0.5530216204653771,-22.13605334629955,0.1574779811997139,-7.289742656981581,27,0.19600946098369645,-70.85438482534757,-0.18633651088223704,-42.98036444655174,28,575,CA,Leavitt Meadows,7198,38.3,-119.55,10/1/1980,9/30/2018,ca041072
311,576_MT,0.5463333347149668,-30.15756565947021,-0.22185016645998856,-18.765938832114067,28,0.3056950129321257,-48.95645469748189,-1.9028864894646325,-38.14801812193858,27,0.1880221440797314,-55.79189906066159,-2.6797008615623508,-43.43963374005001,27,0.3085159559357582,-50.29249350898325,-2.302981111908732,-40.12738853503184,27,0.17168057985165375,-56.43226214749938,-2.436872097347495,-41.849439697697356,28,576,MT,Lemhi Ridge,8100,44.99,-113.44,1/1/1972,9/30/2018,id108080
312,577_WY,0.7880134535638712,-20.123174299946207,0.8154190177665029,-5.696273561891237,28,0.6495752560736269,-35.498946604584134,0.2481630725206875,-22.28916196147813,27,0.5400584744319775,-40.988687359213536,-0.08136082491118858,-27.534356568338232,27,0.6897424005986177,-32.40546151913282,0.4308708260643093,-18.79308716128055,27,0.5981643955581928,-35.763754616204125,0.3262061503611118,-20.43843972939787,28,577,WY,Lewis Lake Divide,7850,44.21,-110.67,3/6/1979,9/30/2018,wy488315
313,578_MT,0.5644918111281049,-28.529665026961908,-0.2941942137499296,-18.22461911196012,28,0.2299570981608451,-50.767394228822795,-2.3583250973549914,-40.48951420998665,27,0.35395739893830824,-46.66803270275881,-1.836472215790572,-37.14088103851884,27,0.4478442780200171,-40.519406596555584,-1.3397071282395987,-32.29180773472111,27,0.09454242011071323,-58.9594491409741,-4.009461302011049,-48.634859991613475,28,578,MT,Lick Creek,6860,45.5,-110.97,10/1/1970,9/30/2018,mt241044
314,579_UT,0.1702135600737492,-59.35540243953796,-3.1943694771618043,-45.43105846422168,28,0.7094770982576806,-25.76049329480177,0.28758776482807824,-15.534412741515212,27,0.7018594026786962,-34.54950230543177,-0.0873267960095312,-26.51951837202591,27,0.5713482288081602,-41.95396334154703,-0.6933064362052124,-31.67756779499104,27,-0.0528223303062958,-75.3879516712369,-4.79391792440992,-62.5441692627309,28,579,UT,Lily Lake,9133,40.86,-110.8,10/1/1980,9/30/2018,ut424467
315,580_CO,0.7320536137225058,18.66472610844345,0.18015126798211856,22.78349640257232,28,0.8215347110419838,6.582100546079958,0.5465115826963073,11.994677341309993,27,0.8371539699088784,-13.77827802904084,0.6833110523418472,-8.664496546870188,27,0.8983574180444881,-2.8792802126222377,0.8420777842387835,2.9343905335855367,27,0.7909284454612662,-21.741099213118392,0.7026617096327801,-12.19899399367532,28,580,CO,Lily Pond,11000,37.38,-106.55,7/11/1980,9/30/2018,co052184
316,582_UT,0.573870898182377,-40.09719729443047,0.3562432065161492,-19.26908843568785,28,0.6627676592206555,-29.80076270913023,0.4017092308773183,-13.107641562860616,27,0.4000848305461343,-52.23564383589736,-0.5021788541063317,-35.65142492909121,27,0.4920314680204872,-48.15925032669567,-0.2255535201923937,-32.365806440911705,27,0.3150977522471162,-59.68167264732738,-0.4893979696875248,-38.280513252095325,28,582,UT,Little Bear,6548,41.41,-111.83,10/1/1978,9/30/2018,ut426869
317,583_UT,0.3250053579119918,-60.186716381294886,0.32273661836678225,-38.01937844914008,28,0.29371941047971184,-64.90667349866106,-0.07946912809043671,-50.035676778437136,27,0.4138530464514917,-47.48490099023061,0.4356028969349432,-32.88720610625649,27,0.6620729885521821,-46.123547957032784,0.6436024106169891,-32.91207935319507,27,0.0812385479253297,-79.60724244644358,-0.10089288754284163,-53.53868390060636,28,583,UT,Little Grassy,6065,37.49,-113.85,10/1/1985,9/30/2018,ut429136
318,584_OR,0.10366923976094178,2.2094401940239243,-0.2299309428961556,19.612723124666406,28,0.040031430227628784,-64.90589746549318,-0.16476397488482064,-38.72532450800872,27,-0.0595746959209611,-80.0729700279383,-0.22558797351436605,-51.41584345629806,27,-0.12974963750804205,-82.65691344293033,-0.3812112154427921,-53.41824573160157,27,0.192879108055746,-55.79689602412986,0.2275098738192069,-29.86179142124331,28,584,OR,Little Meadows,4020,44.61,-122.23,8/13/1979,9/30/2018,or355221
319,585_WY,0.7607432240367413,-15.605348144205921,0.598257889399674,-1.5127499558422934,28,0.5931506156334316,-32.51158684955407,0.16181549111929794,-20.201637029413874,27,0.7544105036106189,-13.753574159503751,0.5214943741076836,-0.3865208338319386,27,0.7031343059158943,-30.64263239765654,0.4717881617350646,-17.868032453390132,27,0.4941750381027831,-39.58131303423573,0.0004907120991062276,-25.827143507887953,28,585,WY,Little Warm,9370,43.5,-109.75,10/1/1978,9/30/2018,wy482715
320,586_CO,0.8670729467496681,-12.447161032200244,0.7594734726701746,-1.0916985545157032,28,0.5804850735051645,-41.3008988645396,-0.5242984031586972,-28.065900684710392,27,0.769638572068261,-26.102139631491298,0.2229899662073891,-16.297460084182173,27,0.7633546197825358,-30.3861119218987,0.19236404056399856,-19.75683096231479,27,0.4375773675854554,-51.95321188481317,-1.9744577187504118,-39.95054069419773,28,586,CO,Lizard Head Pass,10200,37.8,-107.92,7/25/1980,9/30/2018,co058582
321,587_CA,0.7294477259927792,-38.97182738584135,0.7113555882221585,-24.48160961011949,28,0.2813740375786837,-61.89848230156157,0.1735622969221009,-39.41129126100618,27,0.455469868672541,-57.441525827972185,0.2236805736262236,-40.36657325161942,27,0.4308025888698568,-58.20213953966069,0.3315495224682582,-38.049217446957066,27,0.2329834755718586,-67.72738669197174,0.0625174160753672,-44.77801123916114,28,587,CA,Lobdell Lake,9249,38.44,-119.37,10/1/1978,9/30/2018,ca041072
322,588_ID,0.8379854379136356,-3.6815208664610153,0.7216799884822729,4.993294472255059,28,0.5636754556989086,-43.33695787714258,0.11242268304918167,-27.902594486596552,27,0.8094053394530936,-15.677751666988373,0.7314991033857257,-4.985036503711936,27,0.7833820814780271,-22.813362757618666,0.6471701564779541,-11.09156555646264,27,0.666688032843334,-27.728906359258538,0.470478740751979,-13.327862004018204,28,588,ID,Lolo Pass,5240,46.63,-114.58,10/1/1982,9/30/2018,mt247894
323,589_CO,0.6706170184224347,-7.688741152126608,-0.09548096014943064,-6.645848585814817,28,0.7118307705322475,-36.705697176580856,-0.7232025628619079,-30.93818669967603,27,0.5172741753226957,-51.85188016254935,-2.587445600422054,-44.851280771312894,27,0.7837759495383259,-30.51261806618907,-0.2417077131796419,-25.29373670869852,27,0.5591842317610265,-42.16776624769433,-0.91022680924732,-33.21264158868187,28,589,CO,Lone Cone,9600,37.89,-108.2,7/20/1980,9/30/2018,co051886
324,590_MT,0.44178576368056777,-37.39292018708574,-4.027938284058323,-22.32776840659524,25,0.2067278267893884,-54.5504227423315,-12.295273404780858,-43.1185702760906,25,0.27555849949772737,-48.44226879664936,-7.623853572573668,-34.23546707381307,25,0.17432190355799893,-54.22901692266674,-10.869123425552909,-41.34274970497444,25,0.0035290208724396703,-59.80086127189615,-13.284961212724971,-45.438437997959824,25,590,MT,Lone Mountain,8880,45.27,-111.43,9/30/1991,9/30/2018,mt242793
325,591_WA,0.528420945284582,6.4296185961927925,-0.21656248613448206,32.99348297326734,28,0.10230159204976952,-64.04255054798605,-0.568647527196656,-39.08697208303507,27,0.392371677305253,-47.81211511461661,0.18476381874002,-23.634180386542592,27,0.4049798753704239,-48.728877295280626,0.3779180604437831,-20.499141016463845,27,0.2562590052435849,-52.867555960832966,-0.07385266772248378,-26.624681194567863,28,591,WA,Lone Pine,3930,46.27,-121.96,10/1/1978,9/30/2018,wa451760
326,592_UT,0.10516647812167004,-76.87422620687424,-1.050067275717312,-61.47504718187665,28,0.4348383847277327,-52.400406994331895,0.16471993074246527,-36.504488083000396,27,-0.053316574188010835,-85.92485148999707,-1.4251571338901359,-71.35592741351476,27,0.2390631540200189,-70.42179060294599,-0.3998119345937767,-54.97186337575907,27,-0.13343805850371604,-91.29413402728892,-1.8088234195557609,-77.34613177742597,28,592,UT,Long Flat,7982,37.51,-113.4,9/30/1979,9/30/2018,ut426181
327,593_UT,0.5190782485055365,-55.92433952066926,0.14860693275010106,-40.38849669653363,28,0.39931032881111816,-62.32300407684824,-0.01722559279148439,-48.01401379001692,27,0.4293329290063479,-55.768391873794286,0.02259171078231703,-42.476795196337584,27,0.5223078492628284,-51.671207899533776,0.22226681616898414,-37.9945735024685,27,0.21064556326287198,-75.92619693838915,-0.30113632483411656,-54.2528735632184,28,593,UT,Long Valley Jct,7465,37.49,-112.51,6/11/1986,9/30/2018,ut420086
328,594_ID,0.7750357879994711,-10.068585980505267,0.7324073982555926,7.745334585470407,28,0.5763787120450939,-37.668129028864286,0.3783150143467078,-19.09682536331752,27,0.651928203830543,-28.30010913508944,0.7178232255649654,-8.68679953879759,27,0.5657951457296972,-39.132631366739005,0.5358259409297924,-18.561185213778575,27,0.5774271007321637,-34.661686669392125,0.572748792141869,-12.887476221435625,28,594,ID,Lookout,5190,47.46,-115.71,3/6/1979,9/30/2018,id109498
329,595_NM,0.16327440253853565,-74.70200244241987,0.20636022976154145,-37.00092006162272,28,0.16978133186425204,-78.83036816287435,-0.1452112104589245,-49.69647648792506,27,-0.0278031064314912,-89.79319809989933,-0.7427553563092815,-58.11760436370036,27,0.06164021946251761,-86.25640408029557,-0.3941978117968279,-55.34630273171162,27,0.034250762856417816,-85.10320650286424,-0.2976591669344497,-50.884756932557316,28,595,NM,Lookout Mountain,8500,33.36,-107.83,3/7/1979,9/30/2018,nm299806
330,596_UT,0.27853871682074915,-55.929308827188216,-1.950689097648604,-43.67285886005245,28,0.5311453098921823,-43.96307971050968,-0.5571459764506941,-33.76980947227634,27,0.4627191649660706,-47.39790085871114,-0.9549247444557016,-37.951937851553744,27,0.4225562269974007,-50.841583364418746,-1.1055678798627464,-40.00451408087694,27,0.04243312020972545,-70.17991890732968,-3.074432306767937,-57.82481520856204,28,596,UT,Lookout Peak,8161,40.84,-111.71,6/23/1988,9/30/2018,ut422726
331,597_WY,0.8423063831863878,-19.311327595636048,0.8664606001574116,-7.143442358613735,28,0.4321297028642188,-54.30836695955313,-1.0106472245416196,-42.53553392742649,27,0.5057348424660928,-48.22120956745458,-0.3762810263282095,-35.01640720115841,27,0.6689353298868679,-38.588227516281,0.15995754889883065,-26.520682798913626,27,0.665830588493032,-35.07655516070343,0.4622981254784132,-20.104277976986324,28,597,WY,Loomis Park,8240,43.17,-110.14,10/1/1980,9/30/2018,wy480865
332,599_WA,0.8390817353993885,14.333098939033079,0.4630648903436645,17.465377556550386,27,0.7493897667403863,-22.066238343627347,0.371591387688364,-12.096413049583376,27,0.7535165628593677,-23.737924225551854,0.5618601430462986,-12.197058363655955,27,0.6948040630055723,-29.289903680637718,0.34203818570412026,-15.729435642407045,27,0.6032417226488778,-33.63449139709668,-0.12694491142470254,-21.266066438051514,27,599,WA,Lost Horse,5120,46.36,-121.08,10/5/1989,9/30/2018,wa459465
333,600_ID,0.8074821778221404,-15.793766043929475,0.8231021697381782,-0.14522039378215254,28,0.5529904742062401,-40.78317799362463,0.19128827218211708,-24.143110208030524,27,0.2711532165191459,-56.30779502879077,-0.842196560504763,-37.97357699971021,27,0.5026428254388393,-44.770266692829075,-0.042281465663218665,-27.720104280248666,27,0.5728860983788182,-36.23754716449118,0.4774793705926574,-17.12480437017366,28,600,ID,Lost Lake,6110,47.07,-115.96,11/3/1980,9/30/2018,id102892
334,601_ID,0.8655692850401796,-15.829386274162864,0.8928352583515818,-4.121500340062116,28,0.431260794568161,-53.14781269975831,-0.4194293376424443,-40.01841007816145,27,0.5979278817085018,-39.2791614349543,0.33283360314779864,-25.588561879925777,27,0.7462061665818976,-29.73348968873588,0.6620460017263066,-16.83156767783447,27,0.6354522132460603,-36.396057381962315,0.4705652622784181,-20.988143401041924,28,601,ID,Lost-Wood Divide,7900,43.82,-114.26,10/1/1981,9/30/2018,id101671
335,602_CO,0.5938898184182362,-29.857540457436627,0.457163383087065,-12.554334271564471,24,0.4259255234837509,-40.8445911982186,-0.20996877120910096,-25.26736618329949,24,0.2976942331474378,-49.10944196450683,-1.3423317716403642,-35.678911176826865,24,0.5877547739889964,-35.88346198187312,-0.16614652183220668,-24.343386658115698,24,0.2443533031474341,-50.487961760933075,-1.327623286425855,-35.45459673875608,24,602,CO,Loveland Basin,11400,39.67,-105.9,8/12/1992,9/30/2018,co052281
336,603_MT,0.6957396432208843,-12.663855814430804,0.0197784533190778,-1.1103507317817871,28,-0.21844132284247308,-74.40928415662863,-8.388286343846136,-63.8351154860346,27,0.7294065912657632,-18.75240399935736,0.4704368522326422,-4.415430869922831,27,0.8247303496329208,-13.23108721829956,0.7046580451055853,-0.4226234397639818,27,0.4536098838799174,-37.30375847230943,-0.7226996995305368,-21.155146465417573,28,603,MT,Lower Twin,7900,45.51,-111.92,8/15/1980,9/30/2018,mt246157
337,604_MT,0.4610148456954549,-28.04450828838734,0.1259601441347583,-6.047033317776,28,0.5279929245447741,-32.03939269862803,0.10200933407092028,-15.203744693203664,27,0.6577986951899302,9.316944951388582,-0.09996470647230704,13.51464131499692,27,0.4005165457175533,-44.8976023902336,-0.3123416102751981,-24.324695588166684,27,0.11155211573647393,-64.84275465445803,-2.193240353400613,-44.613651305059136,28,604,MT,Lubrecht Flume,4680,46.88,-113.32,10/1/1970,9/30/2018,mt247448
338,605_OR,0.1866144916231467,-16.448889419933618,-1.26583993128677,-3.2378250960289074,28,0.30901618359870986,-32.26652065521326,-0.6703892651334531,-14.009874639795894,27,0.15212857746238995,-62.754153556390285,-1.2951282097145853,-41.815245122331746,27,0.13308151178645955,-65.89578959606996,-1.2012331433845818,-43.02938531284987,27,0.09283425994273142,-66.87857295810417,-1.2963219543819209,-42.88782545103412,28,605,OR,Lucky Strike,4970,45.27,-118.85,10/1/1978,9/30/2018,or356634
339,606_WA,0.8877543827754233,-1.4778537477868878,0.7920018229250316,2.8805882429283125,28,0.7432003067495101,-30.11562057904089,0.20608904409290685,-22.51227204062362,27,0.617071142218516,-38.70825501205516,-0.2326485462462489,-27.653650587772518,27,0.9003660407858649,-16.944360445221715,0.734765342963434,-11.962158912657097,27,0.6716464223736868,-32.53323964850515,0.09222529208631204,-21.593982968987827,28,606,WA,Lyman Lake,5980,48.2,-120.92,10/1/1979,9/30/2018,wa458059
340,607_CO,0.8403271973909621,-11.75797874568162,0.6044806035182495,-4.842705769138746,28,0.3576685332456726,-53.913142994514025,-2.958945192557897,-40.65581826815827,27,0.5242606542761187,-41.89787067471975,-1.497740264321568,-30.90799659860189,27,0.6288365075353555,-37.824078597045045,-0.8992902418990394,-26.592196662654185,27,0.4105697679874636,-47.872288539105185,-1.9065239072512417,-32.91096673347971,28,607,CO,Lynx Pass,8880,40.08,-106.67,10/1/1980,9/30/2018,co059265
341,608_OR,-0.24429265770034456,27.497523813370442,-1.8450164244030127,31.915791495254368,28,0.2826303804367354,-58.187775998615855,-0.023444200807555937,-30.933596318211695,27,0.0128303458480592,-83.71768510425919,-1.5702337652751623,-65.35847220280894,27,0.018089533427949944,-84.35536872165288,-1.502394134597441,-63.805153054093076,27,0.18602034715945406,-70.53615063010275,-0.4315098732441651,-43.16911445119424,28,608,OR,Madison Butte,5150,45.11,-119.5,10/1/1980,9/30/2018,or353827
342,609_MT,0.7434021443213688,-18.03521596028336,0.7718398691557041,-3.4997880761493043,28,0.6213747876594278,-33.52910374725941,0.4052160094611453,-19.02835755554047,27,0.3547088679325088,-52.8996473945681,-1.2238909703547558,-40.53989727399971,27,0.583170260453941,-37.983117293964476,0.17387483864773567,-23.56464153805362,27,0.5271047708104524,-38.34768091318123,0.20480169765241008,-22.613289714828092,28,609,MT,Madison Plateau,7750,44.59,-111.12,10/1/1970,9/30/2018,mt244038
343,610_ID,0.6652692581598736,-29.93828208612846,-0.3665689255297375,-18.644799577567593,28,0.09744733986754772,-68.85736968469477,-4.248011701809567,-52.47963685390389,27,0.14086435685978382,-67.17341593533017,-4.41185605943217,-52.25697851598337,27,0.5031648409377933,-46.570902970108975,-1.4743565497335491,-33.190532034559496,27,0.2432158919065948,-58.37417354729105,-2.81810818085975,-41.25720231716598,28,610,ID,Magic Mountain,6880,42.18,-114.29,10/1/1980,9/30/2018,id104295
344,612_UT,-0.24917588023552106,-79.35992222162241,-5.838666696360778,-59.91010319895298,28,-0.04148601788144801,-71.92863470662246,-4.1424378181977035,-57.8171597760089,27,-0.09850473396121527,-72.30525578275281,-4.842589975250943,-59.11733785320432,27,-0.0599992111981742,-71.57996409354669,-4.0705823239410055,-57.244845416121336,27,-0.439163871762438,-91.82675197154732,-8.938580769734108,-79.99742538994613,28,612,UT,Mammoth-Cottonwood,8709,39.68,-111.32,11/2/1978,9/30/2018,ut425837
345,613_MT,0.5625655196595317,10.633782000449118,-0.5184864992407918,20.716137363224192,28,0.8345346997708599,-13.315368100992751,0.717376857349193,-0.4697173565746199,27,-9.300962754623473,302.4789713160082,-33.99623278008839,211.0901873584852,27,0.4201427531286649,54.35680364885154,-1.5746799244399805,54.776238927800534,27,0.4861706114054624,-36.01163258281213,-0.2278255996880381,-18.319659795916387,28,613,MT,Many Glacier,4900,48.8,-113.67,10/1/1976,9/30/2018,mt248809
346,614_OR,-1.4174524470463177,82.92356650090693,-4.0664288383006735,114.15481526347669,28,0.08809281854364814,-32.84826950159227,0.26907673485763195,17.554212329381375,27,0.2429485528431091,-36.79138616175278,0.7086720557514391,9.215263240158764,27,0.2420642787759548,-40.796168975664564,0.5807591690582236,8.863840767056741,27,-0.052965336908741716,-47.968824771530244,0.12509134655542276,-8.956874621441546,28,614,OR,Marion Forks,2590,44.59,-121.97,10/1/1980,9/30/2018,or355221
347,615_NV,0.8256223383973259,-21.959497417976998,0.7529550273765566,-14.403317578146488,28,0.5293186326871584,-52.672663430664606,0.08060496060245702,-40.84989092867229,27,0.41916738794556063,-59.545009295179106,-0.2316856863420665,-47.47549329362441,27,0.16522373328516327,-73.48520928462612,-0.8077929688122136,-58.52837502953442,27,0.396036663443038,-60.61321719526211,-0.2680302130197607,-47.35766331304344,28,615,NV,Marlette Lake,7884,39.16,-119.9,10/1/1978,9/30/2018,nv263205
348,616_WY,0.4758977482157717,-29.657540913317966,0.03793762846369908,-26.256751199078327,28,0.14263949210525828,-63.057562823438644,-1.4913738133844858,-60.23126202423689,27,-0.15591327858072668,-72.54650733018457,-2.1977733072994416,-68.0775104623257,27,0.3737864205417533,-48.00852355561796,-0.5210033280250057,-44.449654750335036,27,0.19671463550027402,-55.52631832943141,-0.9977730760898736,-51.722423922191325,28,616,WY,Marquette,8760,44.3,-109.24,7/30/1980,9/30/2018,wy481175
349,617_AZ,0.6824406058251048,-36.00876629070732,0.6121516000545426,-21.014216325769926,28,0.3374932124115377,-68.54536763811416,-0.2090350648482313,-50.14111833674086,27,0.2902595649630738,-70.89775309462864,-0.3446434861858769,-52.91937627781386,27,0.4379177112516802,-64.02053051874971,-0.06596596236988006,-47.49101432343667,27,0.28487112069396514,-72.33848472632113,-0.25203861515711523,-52.0149501467642,28,617,AZ,Maverick Fork,9200,33.92,-109.46,3/7/1979,9/30/2018,az023683
350,618_CO,0.7367273142044367,-24.41420111696096,0.3590752082253236,-14.445983449009592,28,0.1652431830182486,-65.37219778089427,-2.6850175503323253,-52.25518175938565,27,0.7204362927913365,-29.24548849792711,0.1300124109761064,-20.767074910942515,27,0.25564111747473883,-59.47402748915568,-1.9820392924834416,-45.86331858452506,27,0.3407602201355183,-54.19720636833959,-1.3236566222175146,-40.828954698062354,28,618,CO,Mc Clure Pass,9500,39.13,-107.29,7/21/1980,9/30/2018,co056306
351,619_OR,0.7068233590200406,5.295497558456797,-0.10599614166757633,17.14990618655757,28,0.33261317159725945,-54.57477423223622,-0.7197030395774413,-39.13840582032191,27,0.6965943367111586,-22.185787391777353,0.16001001702446382,-8.085712162419213,27,0.7007078244249418,-28.02628826437537,0.5109639786997189,-11.878180133535778,27,0.3991193842263533,-48.070951805467175,-0.4228681749037957,-32.28619380482728,28,619,OR,Mckenzie,4770,44.21,-121.87,11/3/1980,9/30/2018,or355362
352,620_ID,0.7561914367853951,-19.58782506190945,0.7970452731771559,-6.229798737902094,28,0.5215209331623144,-42.72491197499594,-0.5579483158613261,-31.947202932370487,27,0.39192704392805866,-50.81170993195539,-1.3975104833488867,-40.732263118273,27,0.3886955616562133,-52.52939856415672,-1.331185873245917,-40.12445671482479,27,0.505302604871782,-39.660971607822425,-0.10027589695315807,-25.24439622132582,28,620,ID,Meadow Lake,9150,44.44,-113.32,10/1/1981,9/30/2018,id101671
353,621_UT,0.17191407085594024,-60.55812875153164,-3.6515377892501792,-49.80049478080974,28,0.18390217048540905,-64.22940181664372,-2.4227559710483937,-49.74364607034818,27,0.515641728697487,-46.30858800026879,-0.9466289036343524,-35.70484230807211,27,0.5669433216732043,-41.555804712268376,-0.4838901301245866,-29.944537263018713,27,-0.07169378971259444,-76.83865674562048,-5.21332712054658,-64.69209923934335,28,621,UT,Merchant Valley,8705,38.3,-112.44,9/30/1980,9/30/2018,ut425477
354,622_CO,0.8454050339759734,9.465920815771494,0.6687991009114935,6.3406659750684655,28,0.8709640496371234,-14.976204653537245,0.3855735435720021,-17.596139192278372,27,0.8372766433304646,-16.828508526951577,0.4815792600107229,-14.571646286149695,27,0.8938694170069739,-12.309488824725769,0.6604036329627534,-12.55800283029136,27,0.7810899266553772,-24.58835647841167,0.3042302640957899,-19.640397272155226,28,622,CO,Mesa Lakes,10000,39.06,-108.06,9/8/1986,9/30/2018,co056266
355,623_ID,0.7855679301232406,2.343463358492015,0.3819202869071786,19.14138681241666,26,0.6467711753675931,-31.978003100020494,0.6811431829995653,-8.766916008434936,26,0.5823205524341886,-35.243361845315036,0.39829870503291975,-13.986252976437381,26,0.726881244664505,-24.56478482684577,0.7601729263834051,-3.549126849786951,26,0.590289536842914,-33.611172982200166,0.4959055643138566,-11.165339471738848,26,623,ID,Mica Creek,4510,47.15,-116.27,9/18/1990,9/30/2018,id108062
